course title,course url,course description,Ratings,reviews,duration,Lectures,course level,instructors
Machine Learning using Python,https://www.udemy.com/course/machine-learning-using-python-starttech/,"Linear & Logistic Regression, Decision Trees, XGBoost, SVM & other ML models in Python",Rating: 0.0 out of 5,0 reviews,18.5 total hours,157 lectures,All Levels,Start-Tech Academy
Smile Detection with Deep Learning,https://www.udemy.com/course/smile-detection-with-deep-learning/,Use deep learning to create an end-to-end application that can detect smiles in images and videos.,Rating: 0.0 out of 5,0 reviews,1 total hour,7 lectures,Intermediate,Yacine Rouizi
Learn Artificial Intelligence in few steps,https://www.udemy.com/course/learn-artificial-intelligence-in-few-steps/,AI and ML for a better future,Rating: 0.0 out of 5,0 reviews,38 total mins,12 lectures,Beginner,Nour El-Akhdar
"Libraries in Python For AI,ML & Data Science",https://www.udemy.com/course/libraries-in-python-for-aiml-data-science/,"Learn the popular tools and libraries for AI, ML  and Data Science in our all in one course",Rating: 0.0 out of 5,0 reviews,4 total hours,23 lectures,Beginner,Eduonix Learning Solutions
Artificial Intelligence Cookbook,https://www.udemy.com/course/artificial-intelligence-cookbook/,"An expertly curated and excellently designed training, rendering profound knowledge on various aspects of AI",Rating: 0.0 out of 5,0 reviews,7 total hours,19 lectures,Intermediate,Toshendra Sharma
Numpy Complete Tutorial For Machine Learning,https://www.udemy.com/course/numpyforml/,Machine Learning Prerequisite,Rating: 0.0 out of 5,0 reviews,6.5 total hours,21 lectures,All Levels,Roni Das
Demystifying Data Science and Analysis,https://www.udemy.com/course/demystifying-data-science-and-analysis/,A CommonSensical Guide To Data Terminology,Rating: 0.0 out of 5,0 reviews,1 total hour,7 lectures,Beginner,Deena Chadwick
Linear Regression : Prerequisites for Deep Learning,https://www.udemy.com/course/linear-regression/,Linear Regression basic concepts in python with hand's on project,Rating: 0.0 out of 5,0 reviews,1 total hour,8 lectures,Beginner,Up Degree
Learn Artificial Intelligence in few steps,https://www.udemy.com/course/learn-artificial-intelligence-in-few-steps/,AI and ML for a better future,Rating: 0.0 out of 5,0 reviews,38 total mins,12 lectures,Beginner,Nour El-Akhdar
Data Science with R,https://www.udemy.com/course/data-science-with-r-le/,Statistical analysis with R,Rating: 0.0 out of 5,0 reviews,1 total hour,16 lectures,Beginner,E-Lephant Group
Probability and Statistics for Machine Learning,https://www.udemy.com/course/probability-and-statistics-for-machine-learning/,There's NO better way to spend your free time than to learn how to build practical projects,Rating: 0.0 out of 5,0 reviews,7 total hours,48 lectures,Beginner,"Mammoth Interactive, John Bura"
AI & ML Cloud Deployment For Beginners,https://www.udemy.com/course/ai-ml-cloud-deployment-for-beginners/,Learn to build and scale your AI & ML solutions using Microsoft Azure,Rating: 0.0 out of 5,0 reviews,5.5 total hours,65 lectures,Intermediate,Eduonix Learning Solutions
PySpark Developer,https://www.udemy.com/course/pyspark-developer/,You get to learn about how to use spark python i.e PySpark to perform data analysis.,Rating: 0.0 out of 5,0 reviews,5.5 total hours,41 lectures,All Levels,eduCBA (CBCPL)
The Complete Python and TensorFlow Data Science Course,https://www.udemy.com/course/python-machine-learning-and-data-science-masterclass/,"The complete guide to TensorFlow, data science, data analysis, image recognition and everything else you NEED to know",Rating: 0.0 out of 5,0 reviews,17 total hours,107 lectures,Beginner,"Mammoth Interactive, John Bura"
Machine Learning MASTERCLASS  - course for beginners,https://www.udemy.com/course/machine-learning-masterclass-course-for-beginners/,Course for beginners and for all people who want to become data analysts and data science,Rating: 0.0 out of 5,0 reviews,30 total mins,14 lectures,All Levels,I-tech DS
Machine Learning Essentials for Starters,https://www.udemy.com/course/machine-learning-concepts-for-beginners/,Learn all machine learning concepts to understand what you can do with machine learning.,Rating: 0.0 out of 5,0 reviews,1.5 total hours,23 lectures,All Levels,Ashina Sadiq
Data Visualization With Tableau,https://www.udemy.com/course/data-visualization-with-tableau-spotle/,This course by Tableau certified industry expert is for you to build career in data analysis and data visualization,Rating: 0.0 out of 5,0 reviews,1.5 total hours,14 lectures,All Levels,Spotle Learn
A Beginner's Guide to Data Visualization,https://www.udemy.com/course/beginners-guide-to-data-visualization/,Comprehensive guide to data visualization including hands-on tutorials,Rating: 0.0 out of 5,0 reviews,1 total hour,7 lectures,All Levels,Lecture Factory
Tableau for Absolute Beginners (Part 1 of 2),https://www.udemy.com/course/tableau-for-absolute-beginners-part-1-of-2/,Learn Tableau 2022 from absolute beginning to intermediate level.,Rating: 0.0 out of 5,0 reviews,8 total hours,65 lectures,Beginner,Nethra B
Data Analysis And Data Visualization With Python,https://www.udemy.com/course/data-analysis-and-data-visualization-with-python/,Mastering data analysis and data visualization is not difficult. This course gives your learning a 360 degree coverage.,Rating: 0.0 out of 5,0 reviews,5.5 total hours,62 lectures,All Levels,Spotle Learn
Machine Learning MASTERCLASS  - course for beginners,https://www.udemy.com/course/machine-learning-masterclass-course-for-beginners/,Course for beginners and for all people who want to become data analysts and data science,Rating: 0.0 out of 5,0 reviews,30 total mins,14 lectures,All Levels,I-tech DS
Artem Ex Machina™: become AI Arts Artisan from the ground up,https://www.udemy.com/course/artem-ex-machina/,Build and train Generative Adversarial Networks in Python. Effectively apply pre-trained models for generative art!,Rating: 0.0 out of 5,0 reviews,4 total hours,41 lectures,Intermediate,"Alexander Abdulkader Kheirallah, PhD"
Ultimate Seaborn: Data Visualization with Python Seaborn,https://www.udemy.com/course/ultimate-seaborn-data-visualization-with-seaborn/,Data visualization using Python Seaborn in under two lines of code,Rating: 0.0 out of 5,0 reviews,8 total hours,45 lectures,Beginner,DatOlympia Learning Solutions
Data Transformation and ML Models with Python,https://www.udemy.com/course/data-transformation-and-ml-models-with-python/,There's NO better way to spend your free time than to learn how to build practical projects,Rating: 0.0 out of 5,0 reviews,8 total hours,58 lectures,Beginner,"Mammoth Interactive, John Bura"
Easy Guide to Statistical analysis & Data Science Analytics,https://www.udemy.com/course/easy-guide-to-statistical-analysis-data-science-analytics/,Practical Guide to Statistical analysis and Data Science Analytics for students and researchers,Rating: 0.0 out of 5,0 reviews,6.5 total hours,30 lectures,All Levels,Hanif Abdul Rahman
Step-By-Step Statistics For Data Science By Spotle,https://www.udemy.com/course/step-by-step-statistics-for-data-science-by-spotle/,The basic statistics and data analysis you must learn for a solid career in Data Science,Rating: 0.0 out of 5,0 reviews,2.5 total hours,24 lectures,All Levels,Spotle Learn
The Introduction of AI and Machine Learning with Python,https://www.udemy.com/course/the-introduction-of-ai-and-machine-learning-with-python/,"Learn Data Science, Machine Learning (Artificial Intelligence), Deep Learning & more from the absolute basics!",Rating: 0.0 out of 5,0 reviews,5.5 total hours,106 lectures,Beginner,Fun Robotics Academy
Working Business Statistics Problems,https://www.udemy.com/course/working-business-statistics-problems/,This course will show you how to work any statistics problem you might encounter in a business statistics course.,Rating: 0.0 out of 5,0 reviews,9 total hours,80 lectures,Beginner,Ronny Richardson
Coding vs. COVID-19 B: Databases & Thinking Outside the Box,https://www.udemy.com/course/coding-vs-covid-19-b-databases-thinking-outside-the-box/,Learn how to code while we're all stuck in quarantine!,Rating: 0.0 out of 5,0 reviews,2 total hours,9 lectures,Intermediate,MetaCoders Team
Fundamentals Of Statistical Decision Making By Spotle,https://www.udemy.com/course/fundamentals-of-statistical-decision-making-by-spotle/,"Learn the fundamentals of estimation, test of hypothesis, normality test, ANOVA, contingency table Chi square test",Rating: 0.0 out of 5,0 reviews,1.5 total hours,11 lectures,Intermediate,Spotle Learn
Learn Time Series Analysis and Forecasting,https://www.udemy.com/course/learn-time-series-analysis-and-forecasting/,and enter a Kaggle competition,Rating: 0.0 out of 5,0 reviews,8.5 total hours,33 lectures,Intermediate,Tracy Renee
Essential Statistics And Big Data For Data Science,https://www.udemy.com/course/essential-statistics-and-big-data-for-data-science/,This course is designed for the people who want to learn and build careers in the field of Data Science.,Rating: 0.0 out of 5,0 reviews,3 total hours,37 lectures,All Levels,Spotle Learn
SAS Predictive Modeling,https://www.udemy.com/course/sas-predictive-modeling-u/,Understand various statistical concepts and using SAS Enterprise Miner in predicting data.,Rating: 0.0 out of 5,0 reviews,10.5 total hours,62 lectures,All Levels,eduCBA (CBCPL)
Data Science Bootcamp with Computer Programming Language,https://www.udemy.com/course/complete_python_programming_bootcamp_course_used_in_data_science/,This is a Complete Data Science Course w/ Application of Computer Programming Language: Bootcamp Course on Data Science,Rating: 0.0 out of 5,0 reviews,6.5 total hours,45 lectures,Expert,Vincent Bongolan
Complete Decision Tree To Random Forest In Python By Spotle,https://www.udemy.com/course/complete-decision-tree-to-random-forest-in-python-by-spotle/,This Spotle masterclass by industry and academic leaders is for people who want to build careers in data science,Rating: 0.0 out of 5,0 reviews,2 total hours,19 lectures,Expert,Spotle Learn
Advanced Bootcamp - Classification Analysis By Spotle,https://www.udemy.com/course/advanced-bootcamp-classification-analysis-by-spotle/,This Spotle bootcamp by industry and academic leaders is designed for people who want to build careers in data science,Rating: 0.0 out of 5,0 reviews,4 total hours,27 lectures,Intermediate,Spotle Learn
Machine Learning Fundamentals,https://www.udemy.com/course/machine-learning-fundamental/,Learn the essentials at a minimum cost!,Rating: 0.0 out of 5,0 reviews,1.5 total hours,85 lectures,Beginner,Komal Rane
Machine Learning  with Python - 2022,https://www.udemy.com/course/machine-learning-with-python-2022/,"K-NN, Linear Regression, SVM, K Means Clustering and  Decision Tree",Rating: 0.0 out of 5,0 reviews,2.5 total hours,16 lectures,Beginner,Zahra Golrizkhatami
Decision tree models in Python,https://www.udemy.com/course/decision-tree-models-in-python/,"A course about decision trees, random forest, gradient boosting decision trees, XGBoost and extra trees in Python",Rating: 0.0 out of 5,0 reviews,1.5 total hours,10 lectures,Intermediate,Gianluca Malato
Deep Learning Certification Exam Practice Tests,https://www.udemy.com/course/deep-learning-certification-exam-practice-tests/,Test your knowledge of Deep Learning and get certified,Rating: 0.0 out of 5,0 reviews,16 questions,All Levels,,Growth Central
Object Detection Using Python,https://www.udemy.com/course/lab-python-object-detection/,Google Teachable Machine,Rating: 0.0 out of 5,0 reviews,1.5 total hours,8 lectures,Beginner,Meet Jethwa
"Decision Trees, Random Forests: get ready with Python",https://www.udemy.com/course/decision-trees-random-forests-get-ready-with-python/,Learn to make and understand predictions with decision trees and random forests. Includes detailed Python demos.,Rating: 0.0 out of 5,0 reviews,3.5 total hours,90 lectures,All Levels,Wim Koevoets
Learn NumPy in 1 hour: Your First Steps Into Data Science,https://www.udemy.com/course/learn-numpy-in-1-hour-your-first-steps-into-data-science/,"Numpy with Python is simple enough for beginners, powerful for the pros. Use it for maths, statistics and data science.",Rating: 0.0 out of 5,0 reviews,1 total hour,10 lectures,Beginner,Attreya Bhatt
Coding Interview Companion for AI and Deep Learning,https://www.udemy.com/course/coding-interview-companion-for-ai-and-deep-learning/,Coding Interview Companion for AI and Deep Learning,Rating: 0.0 out of 5,0 reviews,3 total hours,64 lectures,All Levels,Vidya Ranganathan
The Post Java Machine Learning Weka Intermediate for 7 hours,https://www.udemy.com/course/the-post-java-machine-learning-weka-intermediate-for-6-hours/,2nd class for everyone who want to widespread java machine learning.,Rating: 0.0 out of 5,0 reviews,7 total hours,28 lectures,All Levels,Java Ra Machine Learning
Introduction to Azure Cognitive Services,https://www.udemy.com/course/introduction-to-azure-cognitive-services/,Learn the concepts and the implementation of the Azure Cognitive Services using Python,Rating: 0.0 out of 5,0 reviews,4 total hours,34 lectures,Beginner,"Venkatesh Varadachari, Saharsh Amuda"
Convolution Neural Network with Data Augmentation,https://www.udemy.com/course/convolutionneuralnetwork/,"In this course, you will learn about Convolution Neural Network, Various CNN Architectures, Object Detection and HoG",Rating: 0.0 out of 5,0 reviews,2.5 total hours,30 lectures,All Levels,Vandana Kakkar
